comment_id,original_comment,aspects,sentiments,confidences,aspect_count
1052,bagaiman tim jagat riview melihat fps saat main game apakah kalian tahu,Performance,neutral,0.978,1
1053,itu tadi ngapa pas test kamera warna kulitnya berubah rubah yak kayak kadang lebih ke warna kulit normal kadang lebih ke warna hijau muda kayak taneman,"Camera, Audio, Design","negative, neutral, negative","0.808, 0.943, 0.593",3
1054,kalo bisa hp lainnya dengan chipset gaming juga di test game om hehe,Performance,neutral,0.942,1
1055,om mau kasih saran coba kalo pas tes game sesekali dikasih sampel game type rythm dong atau gitu pingin lihat ada kendala atau tidak buat main game rythm yang harus pencet tombol cepat dan pindah pindah,Performance,neutral,0.948,1
1056,biasa pada pake real drum kalo buat tes delay touch screennya,Display,neutral,0.980,1
1057,brainiac iya sih makanya pingin liat yang agak beda gitu soalnya sedikit berbeda antara drum virtual sama game type rythm kadang game rythm ada animasi tambahan jadinya tambah berat,"Display, Performance, Design","neutral, negative, negative","0.875, 0.985, 0.985",3
1065,tp sdh sesuai dgn fitur yg d berikan,Features,neutral,0.676,1
1067,bukan overprice bang ini udah pake super amoled ini bukan super amoled biasa ini super amoled nya samsung yang terkenal ngga ada tandingannya kamera nya sudah bagus stereo speakers sudah memiliki ip refresh rate hz nfc body ramping emang ngga se ramping redmi note pro karena orang orang beli hp bukan melulu spek doang bang mungkin karena nyaman sama one ui nya samsung jangan bilang overprice terhadap samsung segitu udah normal menurut saya,"Camera, Connectivity, Display, Features, Software","positive, positive, negative, positive, positive","0.995, 0.787, 0.971, 0.992, 0.994",5
1071,support mhl gak ya pengen beli buat live stream,Network,neutral,0.687,1
1073,black desert mobile om,Performance,neutral,0.966,1
1074,harga offlinenya brapa ya,Price,neutral,0.960,1
1075,kalo main game emulator ps gimana lancar kah,Performance,neutral,0.668,1
1076,kalo lu gamer hardcore mending skip kalo game lu cuma sebatas moba gapapa beli ini,"Performance, Design","negative, negative","0.975, 0.935",2
1077,bang bisa samsung dex ngga,Features,neutral,0.997,1
1078,samsung dex itu khusus buat tablet keknya bro lagian tampilan desktop di hp buat apaan wkwk mau kyk gitu juga tetep gk enak krna layarnya kecil,Features,neutral,0.996,1
1084,suara dari awal pake speaker samsung terasa bgt bedanya,Audio,positive,0.981,1
1087,bukan hp gaming tapi bisa enak buat main game,Performance,positive,0.998,1
1088,a series sekarang udh mengamuk langsung pakai fitur tergilanya jadi kangen seri a lama gua,Features,positive,0.987,1
1093,alfarizialghifari tanda mau bungkus itu seri nya soalnya seri s galaxy terbaru jg udah ada pen bawaan layar jg cukup gede buat nulis makanya seri a di bore up,Display,positive,0.787,1
1094,sebagai patokan kecepatan smartphone sebetul nya pubg mobile udah cukup buat di jadikan standart,Performance,neutral,0.935,1
1101,maaf bang kumpulan tokoh hape gaming offline,Performance,neutral,0.994,1
1105,apa cuman perasaanku ajah ya kalo volume suaranya kurang kuat sampe pake laptop pun suaranya tetep kurang kuat,Audio,negative,0.993,1
1106,levelnya sama kok dengan video kami yg lain,Camera,positive,0.454,1
1107,cakep sekali warna ungunya,Design,positive,0.997,1
1114,nice,Performance,positive,0.992,1
1120,adiiokelah ya pocin itu gimana mungkin user experience nya agak ada yang kurang rasanya meskipun spek yg di tawarkan sangat menjanjikan,Design,positive,0.996,1
1123,upgrade ke a dr a s worth it ga,Price,positive,0.956,1
1130,baterai nya cuman mah buat cipset sama layar hz apa gaboros,"Display, Battery","negative, negative","0.925, 0.934",2
1132,hadir selalu pak dosen bang ded jagat review paten nontonnya serasa premium class pokoknya gasss otw jt subscribe,Network,positive,0.996,1
1134,nice review salam dr jambi tim jagat,Performance,positive,0.941,1
1136,kalo ngedit yg bnyk efek mah tpi gk lag pake pckomputer lah,Performance,positive,0.962,1
1137,oh ya om waktu revew galaxy a kemarin itu fitur kamera pro nya kan tidak lengkap kayaknya nunggu update software karena galaxy a yg saya pakai sekarang setelah update software fitur pro kameranya jadi lengkap,"Camera, Features, Software","neutral, neutral, neutral","0.996, 0.997, 0.990",3
1146,game gk tuh wkwkkw okeehhlanjoot,Performance,negative,0.930,1
1150,s pemasaran om dari kamera sampe ke uv protection xd,Camera,neutral,0.925,1
1151,refresh ratedimana fungsinyacuma dibawah fpsgimmick doanghaha,Display,negative,0.556,1
1153,jagatreview ketauan suka ngeskip video,Camera,negative,0.815,1
1154,jagatreview game yg ecek gensin impact ga ditampilkan karena drophaha endorse,"Performance, Design","neutral, negative","0.991, 0.952",2
1155,liata jadi game yang masuk esport dan juga sudab dites ini masuk ecekecek ya apaan lagi itu game ecekecek,Performance,neutral,0.726,1
1162,yogoaja kalo masalah keren kerenan dilihat dari harga aja tingkatan nya udah beda jadi bagus nya,Price,negative,0.699,1
1166,yg bikin hp mah ga mikir bro yg mikir itu team marketingnya mau bikin spek yg gimana biar di pasaran ga kalah saing dan harga yg cocok brp klo teknisi yg bikin hp mah tinggal bikin hp yg disuruh,Price,negative,0.993,1
1170,faldyreizandy a s sy beda tipis doang sama a,Design,negative,0.967,1
1173,bikin video rekomendasi hp samsung jutaan om,Camera,neutral,0.994,1
1175,cek dulu detail video ini hehe,Camera,neutral,0.996,1
1184,bismillah smg bisa cepat di miliki gantiin a yg udah ngosngosan,Performance,neutral,0.734,1
1185,nice,Performance,positive,0.992,1
1188,keren game,Performance,positive,0.997,1
1192,gensin masih lancar g kategori lumayan yang penting tidak fc forced closed,"Connectivity, Design","positive, positive","0.941, 0.496",2
1197,masih worth it ga bang,Price,positive,0.948,1
1200,saudara a samsung model manis sekali warna tempat kamera top samsung,"Camera, Storage, Design","positive, neutral, positive","0.964, 0.887, 0.982",3
1202,mau komen nih stelah tahun arah ke tahun bentar lg nih saya beli hp ini sampai skrg msih sya pake sempat beli a s gak cocok aja batrai boros dan panas krna chipsetnya g bukan buat harian tapi buat gaming a prnah make juga agak kmahalan sih klo cuma ngandelin kamera layar sma speker doang jadi ksimpulan sya pribadi a g udh ckup nah kcuali daerah lu udah bsa g terserah lah mau ganti yg mana,"Camera, Connectivity, Storage, Display, Features, Network, Performance","negative, neutral, negative, negative, neutral, neutral, negative","0.935, 0.944, 0.998, 0.990, 0.944, 0.980, 0.992",7
1210,tarung derajat sumiati bjb ganti mesin jadi bank a,Security,neutral,0.996,1
1216,mau tanya kaka apa samsung a nih ada dual video nya makasih,Camera,neutral,0.979,1
1222,saya beli ko jt itupun katanya udah di potong harga apa saya ketipu yah,Price,negative,0.995,1
1223,mengklaim tahan air tapi kalau hp mati kena air garansi service tidak berlaku aneh hp saya a awal beli tes celupin ke air masih aman tapi muncul notif terdeteksi kelembaban sama ada icon air diatas layar sekitar setengah jam kemudian icon air diatas layar hilang sendiri selang bulan hp saya jatuh kedalam akuarium yg dalamnya tidak ada meter tiba hp mati total sekitar jam kemudian tak nyalain bisa nyala tapi keluar notif terdeteksi kelembaban dan suruh dikeringkan dulu pakai kipas angin jam saya gantung didepan kipas angin dan bisa hidup lagi lalu selang beberapa bulan hp jatuh ke ember berisi air dan hpnya mati total lagi saya keringkan gantung didepan kipas angin sekitar jam lebih tak nyalain tidak bisa lalu saya bawah ke samsung service center katanya rusak dibagian lcdmesinbattsubctc dan tape dengan estimasi harga saya tanya bisa pakai kartu garansi atau tidak katanya tidak bisa karena kerusakan disebabkan karena air dan akhirnya hpnya nganggur tidak jadi saya perbaiki jadi kesimpulannya jangan percaya dengan embel tahan airnya sekian,"Connectivity, Storage, Price, Display, Network","negative, neutral, neutral, neutral, negative","0.964, 0.997, 0.997, 0.985, 0.940",5
1227,hp gw lg di service efek kemasukan air ip gak ngejamin tahan air cuma di awalnya doang tahan jadi kena biaya jt di samsung sercvice center,Security,negative,0.708,1
1229,a apa ada smart view nya atau sambungan nirabelnya,Storage,neutral,0.990,1
1231,kak kalau taruh hp di motor atau utuk liat gps otomatis kan hp bergetar ketika jalan rusak nahapakah fitur ois stabilizer kamera nya tidak akan rusak,"Camera, Features","neutral, neutral","0.907, 0.987",2
1232,masuk sini karna layar retak tompel,Display,negative,0.971,1
1233,sama samsung a s papa beda harga om,Price,negative,0.877,1
1235,bang saya baru pake samsung a s terus pake headset kabel lalu ada icon headsetnya nah pas saya cabut iconnya masih ada terus di notif ada google voice gitu saya hapus kan ehh malah ga ada terus icon headset nya setiap saya pakai headset bagaimana ya bang,Software,negative,0.528,1
1238,kayaknya cucok buat bikin video youtube,Camera,positive,0.996,1
1240,kamera nya ok gak,Camera,positive,0.956,1
1242,knp ya pas masuk aplikasi shopee tombol back nya gak mau berfungsi itu hp nya apa aplikasinya ya kak,Software,neutral,0.997,1
1248,saran untuk cowok lebih cocok warna apa ya,Design,neutral,0.960,1
1249,hitam,Design,negative,0.985,1
1251,gimana kak pemakaiannya memori samsung aman ka katanya samsung memorinya suka penuh,Storage,neutral,0.941,1
1252,abcdefgh alhamdulillah si sepanjang pemakaian di saya memory biasah aja padahl ya sering buat video ini itu apalgi kualiats kamera dan videonya mantap no coment pokoknya samsung brand terbaik android klo mnrt sy,"Camera, Network, Software","positive, negative, positive","0.992, 0.995, 0.892",3
1257,bingung ga ada standar kamera lowlights,Camera,negative,0.992,1
1264,bang itu zoom kamera nya bisa berapa kali zoom bang jelasin langsung zoom nys brspa kali,Camera,neutral,0.987,1
1266,hp impian pengen yang awesome violet semoga secepatnya ada di tangan,Design,positive,0.691,1
1269,uda beli couple an sama suami dan syukaaaa bgt sama a terbaik bgt buat harga segituuuu gb pulaa,Price,positive,0.996,1
1270,pgn nanya dong kak samsung a kamera depan nya udh d sediain filter efek bawaan nya gak jd selfie ga natural aj gtu,Camera,neutral,0.997,1
1271,yuliaandari uda ada filternya bbrp disediain jd lebi estetik n ga norakk tp klo mw add filter jg bs tanpa musti download etc jd lebi mudah,BuildQuality,neutral,0.770,1
1275,akhirnya memutuskan beli yg lte daripada g selisih hampir jt dibanding yg versi,Network,negative,0.531,1
1276,saya beli samsung a dari eraphone banyak bonusnya,Performance,positive,0.989,1
1278,bulan pakai ini emang suka sama kamera sih batrei hehehe,Camera,positive,0.981,1
1279,batre boros ga,Battery,negative,0.996,1
1280,kennankurniawan kalo buat seharian full layar aktif jam mampu kalo standby bisa harian,Display,neutral,0.947,1
1281,spesifikasi samsung a s ip anti aerr guys d cuci bisa layar amoled pasti tajem layar hz pasti smoth camera joss lahkaga ragu chipset snap enteng game jaringannya g pasti ngebut ram bear bisa d plus dual sepeker stereo besar kenceng batrai stand pemakaian ngecas penuh cuman jam cpet ada colokan headset juga bagus dan udah android terbaruwoke soal utama desain udah joss jos siapkan uang lalu belie deh,"Battery, Storage, Display, Design, Features, Software, Performance","neutral, neutral, negative, positive, neutral, positive, negative","0.746, 0.540, 0.822, 0.988, 0.965, 0.963, 0.902",7
1283,stereo speaker ga bang,"Display, Audio","neutral, neutral","0.710, 0.710",2
1289,cuma bagus desain doang wkwk gue akui samsung lowmidrange jelek performa sering turun kalau dibuat game dan speknya kurang mantap apalagi harganya aduh bikin dompet nangis wkwk kalau samsung flagship masih percaya lebih bagus kalau ambil hp lowmidrange lebih bagus realmexiaomi mantap dah,"Performance, Design, Price","negative, negative, positive","0.992, 0.996, 0.993",3
1295,harga resmi nya berapa bang,Price,neutral,0.934,1
1303,ada yg tau performa galaxy a ini jika dipakai main game pess dg high quality fps pada mode online match jawab yg jujur,Performance,neutral,0.891,1
1304,untuk peform game berat g recomend tpi soal kamera layar wowww,"Camera, Display, Audio, Design, Performance","positive, positive, positive, positive, positive","0.994, 0.981, 0.989, 0.531, 0.531",5
1305,iya bro saya udh bli coba pke game pess gak recomended high quality ngelag patah² layarnya klo masalah camera sama video recorder memang wowww dia,"Camera, Audio, BuildQuality, Design, Performance","positive, positive, negative, negative, negative","0.977, 0.939, 0.826, 0.826, 0.974",5
1309,sayang banget a nggk bisa pake sim card sd card,Network,neutral,0.993,1
1315,samsung a dipake sambil di charge soak ga batrenya guys,Battery,neutral,0.780,1
1317,alhamdulillah tukar tambah f dengan samsung a puas banget ngegaming smood layarnyasemoga yg lain bisa nyusul dlm waktu dkt iniamin,Performance,positive,0.993,1
1320,hp nya sih keren tapiii sangat di sayangkan batrainya cuma mahcuma beda tipis sama samsung galaxi a s,Design,neutral,0.887,1
1323,klo mau back di bbrp aplikasi macem instagram kok susah ya swipe kanankiri nya saya pake fitur display full screen gesture fitur tombol navigasi di bawah agar tidak nampak,"Display, Features, Software","neutral, neutral, neutral","0.996, 0.994, 0.985",3
1325,ada kendala gk bang kamera gimna dan di pake ngegame gimna,Camera,negative,0.626,1
1326,kamera belakangnya kiraberfungsi semua tuh,"Camera, BuildQuality","neutral, neutral","0.968, 0.949",2
1330,a is back kasih fitur tahan air lagi,Features,neutral,0.886,1
1331,nunggu sampe harga jtanwkwkwkk,Price,negative,0.795,1
1332,udah beli tp sayang kalo main game mobile legend analognya sering berenti tiba itu ajah sih yg lain bagus ada yang sama kah caranya gimana ya,Performance,positive,0.980,1
1335,ini kalo mau ngerekam stabil ga ya kayak oppo reno masih ragu di kamera aja soal nya ini sya,Camera,negative,0.956,1
1345,harga nya jt aku beli,Price,positive,0.815,1
1350,alhamdulilah sy udah pakai yg awesome blackemang untuk spesifikasi ga diragukan lagi apalagi soal hasil kameradisini sy cuma mau menambahkanuntuk hasil night shoot kamera a sendiri hasilnya emang diluar ekspektasiwarnanya bener keluar dan pencahayaan juga sangat cukup walau dikondisi low light sekalipun,"Camera, Features","neutral, positive","0.971, 0.996",2
1355,danangekosaputro kalo soal kekuatan nagkep jaringan gimana gan,Network,negative,0.766,1
1357,cepat panas gk,Performance,negative,0.918,1
1362,berarti tahan air dong bang harga nya berapa bang,Price,neutral,0.920,1
1365,beberapa hari pemakaian salah satu kendala yg cukup berasa buat saya adalah dimensinya gede banget bikin tangan pegel karena saya emang ga terbiasa dg hp gede sebelumnya pake zenfone yg ga gede banget dan lebih tipis dibanding a selebihnya keren banget,Design,positive,0.985,1
1366,kualitas speaker nya buat dengerin music gimana bagus gak,Audio,positive,0.859,1
1368,syukurlah bisa nontong video ini pake samsung a,Camera,neutral,0.548,1
1370,harga di kota hujan rp jt euy,Price,negative,0.978,1
1376,samsung a violet emng gak ada hendset yh aku beli gk ada,Design,negative,0.818,1
1377,iya gk ada syg,Audio,negative,0.993,1
1385,nunggu harga jutaan,Price,negative,0.955,1
1399,pengen beli buat ngevlok video nya tidak goyang tidak sprt gempa,Camera,positive,0.503,1
1402,agak pucat ya bang,Audio,negative,0.994,1
1406,nungguin turun harga baru beli wkwkwk,Price,negative,0.912,1
1412,harganya kapan turun ya wkwk,Price,neutral,0.612,1
1414,pqen si rpi belum suport g jadi buat kedepan nya bakal gimana,Network,neutral,0.602,1
1415,varian rom tetap dapet ram gb bukan gb cmiiw,Storage,neutral,0.965,1
1418,bisa kartu gak bang,Storage,neutral,0.987,1
1419,malam boss mau tanya saya pnya samsung a tahan air ga boss saya blm coba nanti pas saya lalukan ke air malag mati deh nanti info nya boss tkt nya mati,Connectivity,negative,0.837,1
1421,alhamdulillab sudah bisa kebeli sudah tes kamera juga tapi masih blm tau banyak fitur dan kegunaan lainnya bang settinf kamera pro nya jg blm terlalu bisa tolong infonya bang,"Camera, Features","neutral, neutral","0.901, 0.681",2
1428,pgn nanya dong kak samsung a kamera depan nya udh d sediain filter efek bawaan nya gak jd selfie ga natural aj gtu,Camera,neutral,0.997,1
1436,mesti di coba video k full hd mana yg stabilizer yg terpakai,Camera,neutral,0.695,1
1437,coba aja kasih fream metal walaupun bodi belakang plastik,"BuildQuality, Design","neutral, neutral","0.830, 0.986",2
1440,michaeloey bagus sih om tapi saya cari kamera juga ehh ga terlalu cari lensa ultrawide soalnya,Camera,neutral,0.887,1
1441,bagusadiyoga klo cari kamera ke abangny berarti a,Camera,neutral,0.928,1
1443,pgn nanya dong kak samsung a kamera depan nya udh d sediain filter efek bawaan nya gak jd selfie ga natural aj gtu,Camera,neutral,0.997,1
1445,sonysuharta em masa sih ka gada filter bawaan dari samsung nya gtu kalo mau selfie,Camera,neutral,0.753,1
1454,giawadesti sama dong syg,Audio,neutral,0.649,1
1460,dari segi body dan tampilan lebih ramping versi yg sebelumnya a samsung a dan a bezzel pinggir atas dan bawah lebih tebel body belakang a kerasa plastik banget kalau di ketok berasa ada yg kopong di dalama kemarin a saya tt sama a ternyata gak jauh beda cuma beda di spek kameraa saja dan tahan air,"Display, BuildQuality, Security","positive, positive, neutral","0.979, 0.966, 0.982",3
1465,user experience masih sangat cukup brokalo mau nyari spek brand tetangga aja lebih banyak yg gaharcuma itulah ada harga ada kualitas,Price,positive,0.983,1
1475,p fps ada stabilizernya ga sih,Audio,neutral,0.994,1
1477,satu kekurangan hp ini yaitu batrenyaawetan a sebelum beli sempat galaubandingin a dllakhirnya jadi beli a spec kurlebmalah menang di ketahanan batrenyaa super awet batrenya,"Display, Battery","positive, positive","0.995, 0.700",2
1483,samsung sekarang ko lemah nangkep sinyal nya kalah sana hp oren,"Connectivity, Network","negative, negative","0.998, 0.998",2
1484,besok belinya nunggu di tilep brand lain dulu sama s ultra turun gunung biar adiknya anjlok dulu harganya,Price,neutral,0.568,1
1485,om untuk kamera a realme x superzoom lebih better untuk low light,Camera,neutral,0.989,1
1492,game setalah pubg ap ya d video,"Camera, Performance","negative, negative","0.612, 0.510",2
1496,beli dimana yg violet kak susah bner carinya,Design,negative,0.954,1
1498,desainlayarkameratk di ragukan klo buat gaming kurang recomanded,Performance,negative,0.980,1
1501,wih mantep samsung selalu ngeluarin hp dengan fitur dan tampilan yg keren elegan,Features,neutral,0.936,1
1511,gan samsung a apa masih ada aplikasi radio fm mohon di jawab ya semoga sehatlancar rizkinya amin,Software,neutral,0.994,1
1514,share pengalaman make samsung a baru hari anti gores bawaan dan layar bermasalah setelah main ronde mobil legend menggelembung dan ada garis mera posisi kalau main mode landscape kadang nongol kadang kagak garisnya di kiri dan kanan layar seburuk itu kah build quality samsung skrg btw ini hp ke gw pertama a dan j kedua nya msh dipake dan selalu main mobile legend ga bermasalah gw sebagai fanboy samsung sangat kecewa utk hp ke gw ini toko tidak mau gnti unit baru kira ada solusi nya apa utk yg lg make,"Display, BuildQuality, Performance","negative, negative, positive","0.985, 0.994, 0.989",3
1520,samoled itu enak banget ga da lawanpokoe matapjid gandos,"Display, Performance, Features","positive, neutral, positive","0.996, 0.986, 0.998",3
1524,ga ada tulisan samsung nya kah,Software,negative,0.854,1
1527,harga nya berapa bosku,Price,neutral,0.938,1
1532,kupikir hp tahan air harganya diatas jt ternyata jauh lebih murah,Price,positive,0.930,1
1536,klo di pake main game ml patah ga bang,Performance,negative,0.939,1
1537,mayunsurya aq gx main game bang,Performance,negative,0.984,1
1548,klo baterainya mah spt m saya tertarik,"Storage, Battery","neutral, neutral","0.990, 0.932",2
1549,bisa dual sim g dan memory card kan ya om,Network,neutral,0.996,1
1550,hybrid gak slot,Network,positive,0.827,1
1551,mahal bet hp gw kurang dari jt,Price,negative,0.994,1
1558,worth it buat yang yang layar sama ketahanan air kalau gw sih tetep milih mi t pro,"Display, Price","positive, positive","0.690, 0.964",2
1560,mahal mahal cuma dpt sd,Price,negative,0.985,1
1571,worth it calon laris next gen nih a,Price,positive,0.994,1
1581,iya a masih bagus tapi kalo ada dana mending beli yang baru karena a udah mentok di android dan one ui tapi kalo emang masih nyaman pake nya yaudah,Software,negative,0.938,1
1582,av e b pengen nya sih bisa miliki a tp apa daya dompet menangis,Battery,negative,0.996,1
1588,om samsung galaxy a masih worth it ga,Price,positive,0.827,1
1590,kalo hp ini worth it taun ke depan trs gmn kalo tiba sblm tahun itu keburu launching g gmn nasib hp yg masih g ini,Price,positive,0.900,1
1592,min bagusan mana soal kamera antara samsung a vs poco f mau beli diantara ini soal kameranya aja min,Camera,positive,0.948,1
1595,setelah pemakaian bulan batere bisa tahan hari setengah kalo dari persen sampai persen jika pemakaian normal dengan pengisian daya jam untuk mencapai persen untuk bermain game lancar jaya fitur dari samsung a ini sangat membantu sekali namun kekuranganny menurut saya adalah waktu membaca sidik jarinya memang agak lama bisa mencapaj detik,"Performance, Battery, Features","positive, neutral, positive","0.959, 0.682, 0.933",3
1596,gimana kak pemakaian selama bulan memorinya masih aman ka mau beli samsung cuma katanya memori samsung suka penuh,Storage,neutral,0.934,1
1604,kata karyawan samsungnya a cuman tampilannya doang pke processor snapdragon tapi masih pke processor exynos katanya,Performance,neutral,0.587,1
1605,ah buset gua beli a main genshin impact malah pas keluar game ada hurrrrrr kaya mesin rumout,Performance,negative,0.979,1
1607,anjir layar kaya gimana kali ah,Display,negative,0.997,1
1615,mantulll,Network,positive,0.995,1
1618,i prefer this over pocco samsung selalu menjanjikan meski harga sama android beda tipis dan bersaing banget tetep sistem ui samsung best,"Software, Design, Price","negative, positive, positive","0.494, 0.963, 0.994",3
1621,kalau ingin mengkomparasi samsung dengan brand lain sebenarnya perlu dilihat juga kelebihannya karena dengan harga juta samsung enggak mungkin mengeluarkan spek yg abal abal ibarat kata fungsi handhphone dengan ketahanan air di harga juta tuh cukup wow lho,Price,positive,0.955,1
1628,ois nya cuma gimmik kah pas rekam video goncangannya gak kerasa bedanya kaya hp yang cuma punya eis,"Camera, Connectivity, Features","negative, negative, negative","0.469, 0.928, 0.928",3
1631,samsung selera ku a hape ku tp tunggu thr dulu hehe btw hasil fhd fps oke sekaliii,Display,positive,0.993,1
1633,harga pas spek pas tinggal pasin budget aja nih mohon restunya pertengahan bulan bisa beli a awesome black,Price,positive,0.966,1
1634,a memang mantap hape mid range yang mengembalikan kodratnya sebagai hape flagship wanna be dari spek dan desain chakepp,Design,neutral,0.986,1
1648,nice,Performance,positive,0.992,1
1650,desain kameran standad negboseninga kaya xiaomi atau huawei emg ga bisa apa samsung bikin desain kamera yg bagus kaya samsung dulu,"Camera, Design","positive, neutral","0.986, 0.988",2
1651,design top,Design,positive,0.996,1
1669,nunggu harganya jadi jutaan v,Price,negative,0.991,1
1672,a buat game fpsnya sering drop,"BuildQuality, Performance","negative, negative","0.996, 0.994",2
1674,kok hasil videonya pucat yatruss masih getar,Audio,negative,0.895,1
1677,saya nasib tak baik baru beli minggu pakai samsung galaxy a saya screen dah problem,Display,negative,0.856,1
1680,bang saran aja judul keknya mending gak usah emot biar kesannya gak alay dan lebih rapi,Design,negative,0.996,1
1700,panjang umur untuk orang orang baik,Performance,positive,0.988,1
1708,design depan nya sih masih sama kaya a tapi belakangnya kaya s bedanya lagi kalo a pake exynos kalo a pake snapdragon,"BuildQuality, Design","negative, positive","0.977, 0.940",2
1709,para pecinta samsung pasti beli karena harga sama performa yang bener bagus,"Performance, Price","positive, positive","0.997, 0.989",2
1718,banyak yang bilang body belakangnya ringkih apa benar,BuildQuality,negative,0.994,1
1729,kpan pnya smart hp yg bisa nyaman dipakai buat game,Performance,positive,0.996,1
1731,gw kira gk dpet free case sama tempered glass ternyata dikasih dan belum minggu pemakaian udh jatuh kesenggol,Network,neutral,0.996,1
1732,yg nonton video nya pake a kita server,Camera,neutral,0.997,1
1741,selamat menunaikan ibadah puasa hijriah yang ke semoga sehat selalu samsung galaxy a indonesiatahan air harga tergantung ram,"Storage, Price","neutral, neutral","0.920, 0.991",2
1774,harga ga pernah bohong bree spek boleh biasa aja tp entah kenapa nilai jual samsung bukan di spek yang gahar aja,Price,positive,0.997,1
1775,tetep samsung bre mksdnya samsung selalu balance harga sama spesifikasi desain body juga lebih mewah menurut gua ya palagi buat harga jtan,"Features, Design, Price","positive, positive, neutral","0.674, 0.870, 0.777",3
1786,absen kuy,Network,neutral,0.919,1
1795,untuk harga segitu masih rendah amat speknya,Price,negative,0.988,1
1799,sayang nya samsung itu walaupun udah ada eis dan gyro kestabilan rekaman video nya masih kalah sama hp dari merk sebelah tapi ya karena ini merk samsung udah di nilai bagus sih,"Camera, Audio, Connectivity, Features","positive, neutral, neutral, neutral","0.985, 0.997, 0.573, 0.573",4
1801,alasan nda jdi bli hp ini fast charging wat hpx kliatan tebal apa lgi d pakekan lgi hardcase lempar kan kucing pinsan jdi mending lari k poco f xiaomi,"BuildQuality, Battery","negative, neutral","0.483, 0.927",2
1802,bang riview tws yg terbaik di harga k sampe jutaan donk bang,Price,positive,0.991,1
1829,gua malah salfok sma latar pengambilan video nya semoga gua dan yg baca komen ini bisa tinggal di apartment ² elit ky di video ini,Camera,neutral,0.519,1
1832,kaca kameranya gak bakal ber embun,BuildQuality,negative,0.978,1
1860,jauh bagusan inireno cuma menang fast charging video depan belakang bersamaan dan prosesor lebih gede dikit yg gak significant,"Camera, Battery","neutral, neutral","0.994, 0.966",2
1869,ini bukan masalah mahal apa tidaknya om tapi gapunya duit aja wkwkwk gaada brand yang mahal semua sama aja uang aja yang gak ada dan akhirnya kita menjadi kaum mendang mendong mending,Price,positive,0.489,1
1873,menarik tapi spesifikasi uwuww,Features,positive,0.924,1
1883,ntah ngapa kok gw kurang suka ama ini orang gw lebih suka ama bang dhiarv,Audio,negative,0.942,1
1891,sama sya juga suka lihat padahal blm beli tpi untungnya slalu nntong riview bgini ktika sdh ada duit kan tinggal beli ngg mikir soal cipset perporma layar dan baterai,"Display, Battery","neutral, neutral","0.998, 0.994",2
1893,sama sbelum saya beli hp yg sya pkai skarang lama sya slalu nnton review dlu dri bbrapa viewes hp baru mantapin hati buat beli krn udah tau kelebihan kekurangan performa sma kualitas barang nx,"Performance, Design","positive, positive","0.755, 0.807",2
1894,gaes gw nanya nih buat gaming lebih bagusan mana samsung a redmi note pro,Performance,neutral,0.391,1
1908,ini suara nya siapa om anak magang ya,Audio,negative,0.923,1
1915,user hp realme pro belinya dulu dapet murah sekarang harganya,Price,positive,0.659,1
1918,bang bandingin kamera a sama poco f,Camera,negative,0.943,1
1923,samsung a dan poco f lebih baik mana bang lagi bingung harganya sama,Price,negative,0.882,1
1925,a sih karena spek nya merata kalo lu gamer genshin kayaknya pocong f aja,Performance,negative,0.405,1
1927,ini udh ditempelin screen protector dari sananya gasi om,Display,neutral,0.972,1
1929,from me is worth it,Price,positive,0.960,1
1937,review xiome k gaming edition dong om,Performance,neutral,0.916,1
1950,akhirnya samsung sadar jg setelah mau tewas gara hp china ujung nya ya bikin hp murah spek bagus kenapa ga dr dulu aja pake jaimpake sombong ga mau bikin ampe gw terpaksa beli realme pro,Price,positive,0.982,1
1961,pulang terawih nonton ada notif,Connectivity,neutral,0.882,1
1968,apa cuman saya yang pengen beliin hp ortu walau pun yt sepi gwe bikin video susah buat record susah buat ngedit aja kgk bisa apa cuman saya makasih likenyasaya sendiri,"Camera, Audio","negative, negative","0.998, 0.993",2
1974,desain nya bagus banget sih beda sama yang lain,Design,positive,0.997,1
1978,ada kemungkinan ga ya a dapet update software supaya bisa ganti mode kamera pas lagi ngerekam gitu,"Camera, Software","neutral, neutral","0.981, 0.995",2
1987,auto nontonn,Performance,neutral,0.956,1
1995,hp ku samsung jaringan h,Network,neutral,0.993,1
2000,kayaknya samsung galaxy a worth it nih jadi pengen beli,Price,positive,0.853,1
2001,worth it bgt buat long term cocok,"Display, Price","positive, positive","0.993, 0.994",2
2007,bang coba bikin video laptop yang recomended menurut abang,Camera,positive,0.964,1
2014,koko yg review spek bang dhiar yg review kamera,Camera,neutral,0.987,1
2016,smg thn depan bisa ganti hp baru amiinn,Performance,neutral,0.778,1
2018,cuma bwa melihat,Connectivity,neutral,0.992,1
2020,spesifikasi di atas kertas kamera belakangnya ada ois tpi pas di tes om dhiar di resolusi p fps udah banyak getaran dan nggak stabil,"Camera, BuildQuality, Display, Features","neutral, neutral, neutral, neutral","0.997, 0.997, 0.991, 0.948",4
2024,how can i get one,Software,neutral,0.902,1
2043,bang review redmi k gaming edition yang bruce lee warna kuning keren,"Performance, Design","neutral, positive","0.991, 0.987",2
